bac_id,chrNo,cyto,bac_start,bac_end,bac_size,is_CNV_targetting,is_chr20_targetting
BAC171_E01,8,8q24.22,133286453,133361071,74618,-,-
BAC108_L03,8,8q24.22,133319100,133408484,89384,-,-
BAC24_B01,8,8q24.22,133319108,133387743,68635,-,-
BAC153_M15,8,8q24.22,133361354,133453819,92465,-,-
BAC131_F08,8,8q24.22,133361354,133453818,92464,-,-
BAC117_K03,8,8q24.22,133426309,133520534,94225,-,-
BAC68_I23,8,8q24.22,133489852,133608098,118246,-,-
BAC106_E23,8,8q24.22,133514235,133653380,139145,-,-
BAC183_H02,8,8q24.22,133582387,133710243,127856,-,-
BAC29_H19,8,8q24.22,133596920,133732372,135452,-,-
BAC141_H08,8,8q24.22,133608093,133695395,87302,-,-
BAC167_B09,8,8q24.22,133608094,133727132,119038,-,-
BAC106_I15,8,8q24.22,133761189,133883571,122382,-,-
BAC233_L07,8,8q24.22,133789910,133865691,75781,-,-
BAC248_K02,8,8q24.22,133992255,134105265,113010,-,-
BAC242_G02,8,8q24.22,133994927,134092332,97405,-,-
BAC30_D12,8,8q24.22,133994973,134138294,143321,-,-
BAC101_I04,8,8q24.22,134003774,134092331,88557,-,-
BAC117_K09,8,8q24.22,134003774,134148333,144559,-,-
BAC141_O01,8,8q24.22,134004476,134121049,116573,-,-
BAC100_A11,8,8q24.22,134015852,134111824,95972,-,-
BAC241_E20,8,8q24.22,134022344,134111824,89480,-,-
BAC10_L07,8,8q24.22,134034955,134130949,95994,-,-
BAC81_L24,8,8q24.22,134042751,134195629,152878,-,-
BAC163_A18,8,8q24.22,134042758,134148333,105575,-,-
BAC97_K13,8,8q24.22,134124702,134332771,208069,-,-
BAC119_L08,8,8q24.22,134130948,134244532,113584,-,-
BAC125_P02,8,8q24.22,134130948,134248354,117406,-,-
BAC173_C23,8,8q24.22,134138286,134223481,85195,-,-
BAC32_C21,8,8q24.22,134148342,134344696,196354,-,-
BAC92_E14,8,8q24.22,134156537,134297153,140616,-,-
BAC126_M05,8,8q24.22,134176362,134304921,128559,-,-
BAC221_I04,8,8q24.22,134236844,134342339,105495,-,-
BAC113_P08,8,8q24.22,134244526,134344801,100275,-,-
BAC125_F15,8,8q24.22,134248349,134332771,84422,-,-
BAC42_K12,8,8q24.22,134248349,134422587,174238,-,-
BAC107_K07,8,8q24.22,134280502,134366178,85676,-,-
BAC84_M21,8,8q24.22,134342548,134422602,80054,-,-
BAC146_I16,8,8q24.22,134344794,134440638,95844,-,-
BAC18_O14,8,8q24.22,134344836,134441165,96329,-,-
BAC56_C14,8,8q24.22,134437460,134515003,77543,-,-
BAC51_F18,8,8q24.22,134440654,134533800,93146,-,-
BAC158_E23,8,8q24.22,134448308,134528974,80666,-,-
BAC169_H02,8,8q24.22,134483196,134618746,135550,-,-
BAC248_I07,8,8q24.22,134528982,134623159,94177,-,-
BAC139_M03,8,8q24.22,134545999,134638654,92655,-,-
BAC73_M09,8,8q24.22,134563705,134674642,110937,-,-
BAC126_K09,8,8q24.22,134598793,134694480,95687,-,-
BAC193_C13,8,8q24.22,134638647,134693759,55112,-,-
BAC219_O07,8,8q24.22,134871530,134990219,118689,-,-
BAC189_D16,8,8q24.22,134871530,134956314,84784,-,-
BAC106_C15,8,8q24.22,134880823,134990219,109396,-,-
BAC176_B17,8,8q24.22,134932570,135027766,95196,-,-
BAC220_I24,8,8q24.22,135017931,135106265,88334,-,-
BAC64_D17,8,8q24.22,135027761,135115943,88182,-,-
BAC218_M03,8,8q24.22,135040467,135127283,86816,-,-
BAC149_F03,8,8q24.22,135051576,135172889,121313,-,-
BAC146_G13,8,8q24.22,135139721,135228362,88641,-,-
BAC194_C15,8,8q24.22,135181375,135296053,114678,-,-
BAC192_C11,8,8q24.22,135203479,135287603,84124,-,-
BAC231_P01,8,8q24.22,135228356,135314743,86387,-,-
BAC100_M09,8,8q24.22,135332332,135491092,158760,-,-
BAC158_G16,8,8q24.22,135332338,135437068,104730,-,-
BAC232_C01,8,8q24.22,135338200,135431905,93705,-,-
BAC6_N22,8,8q24.22,135364885,135461292,96407,-,-
BAC58_N21,8,8q24.22,135364904,135455217,90313,-,-
BAC149_L07,8,8q24.22,135551488,135636882,85394,-,-
BAC134_N07,8,8q24.22,135551488,135634646,83158,-,-
BAC230_B13,8,8q24.22,135557411,135660414,103003,-,-
BAC150_P12,8,8q24.22,135673467,135809603,136136,-,-
BAC69_M23,8,8q24.22,135697222,135829020,131798,-,-
BAC178_P11,8,8q24.22,135721790,135815288,93498,-,-
BAC2_B11,8,8q24.22,135724825,135809580,84755,-,-
BAC246_L17,8,8q24.22,135752817,135839925,87108,-,-
BAC181_I14,8,8q24.22,135752817,135829047,76230,-,-
BAC57_F03,8,8q24.22,135782261,135896127,113866,-,-
BAC21_J08,8,8q24.22,135809785,135898817,89032,-,-
BAC69_N05,8,8q24.22,135864429,135976462,112033,-,-
BAC56_F18,8,8q24.22,135902434,135998625,96191,-,-
BAC83_B20,8,8q24.22,135941793,136018352,76559,-,-
BAC83_J04,8,8q24.22,135949243,136071001,121758,-,-
BAC238_J08,8,8q24.22,135967713,136058973,91260,-,-
BAC44_O04,8,8q24.22,135994487,136119754,125267,-,-
BAC156_H20,8,8q24.22,136084870,136195285,110415,-,-
BAC101_L02,8,8q24.22,136107793,136226171,118378,-,-
BAC109_H03,8,8q24.22,136143367,136227488,84121,-,-
BAC218_A13,8,8q24.22,136173900,136252183,78283,-,-
BAC198_C10,8,8q24.22,136178205,136263802,85597,-,-
BAC90_C04,8,8q24.22,136259162,136378604,119442,-,-
BAC246_M13,8,8q24.22,136322136,136486560,164424,-,-
BAC123_O14,8,8q24.22,136322136,136399452,77316,-,-
BAC145_F11,8,8q24.22,136351399,136459593,108194,-,-
BAC40_I02,8,8q24.22,136351437,136485187,133750,-,-
BAC233_M05,8,8q24.22,136364114,136493433,129319,-,-
BAC218_O23,8,8q24.22,136378639,136486574,107935,-,-
BAC144_N01,8,8q24.22,136406569,136486575,80006,-,-
BAC90_P21,8,8q24.22-8q24.23,136450991,136533701,82710,-,-
BAC21_B16,8,8q24.23,136533481,136544191,10710,-,-
BAC240_E12,8,8q24.23,136592231,136673221,80990,-,-
BAC91_E15,8,8q24.23,136600537,136708823,108286,-,-
BAC198_P20,8,8q24.23,136633566,136704749,71183,-,-
BAC176_K01,8,8q24.23,136733026,136833795,100769,-,-
BAC39_L16,8,8q24.23,136739080,136865879,126799,-,-
BAC64_E13,8,8q24.23,136739080,136949955,210875,-,-
BAC223_O01,8,8q24.23,136766682,136895973,129291,-,-
BAC46_N09,8,8q24.23,136790766,136906754,115988,-,-
BAC184_N23,8,8q24.23,136790814,136883611,92797,-,-
BAC43_A23,8,8q24.23,136791365,136947179,155814,-,-
BAC62_F14,8,8q24.23,136900426,137027995,127569,-,-
BAC38_K08,8,8q24.23,136947192,137068482,121290,-,-
BAC162_M14,8,8q24.23,136963484,137060399,96915,-,-
BAC199_G14,8,8q24.23,137056277,137148652,92375,-,-
BAC140_F18,8,8q24.23,137084195,137169208,85013,-,-
BAC163_C11,8,8q24.23,137085121,137181900,96779,-,-
BAC10_E09,8,8q24.23,137098438,137169522,71084,-,-
BAC193_N16,8,8q24.23,137120227,137200466,80239,-,-
BAC229_C01,8,8q24.23,137148647,137244400,95753,-,-
BAC193_D10,8,8q24.23,137240006,137335632,95626,-,-
BAC167_C10,8,8q24.23,137388368,137472160,83792,-,-
BAC80_B05,8,8q24.23,137448498,137603285,154787,-,-
BAC221_L17,8,8q24.23,137489956,137574926,84970,-,-
BAC157_J15,8,8q24.23,137590631,137675122,84491,-,-
BAC85_F03,8,8q24.23,137759202,137842523,83321,-,-
BAC120_E16,8,8q24.23,137759205,137855975,96770,-,-
BAC182_G17,8,8q24.23,137956416,138040039,83623,-,-
BAC195_D21,8,8q24.23,138256251,138341192,84941,-,-
BAC165_C15,8,8q24.23,138325747,138401874,76127,-,-
BAC244_M15,8,8q24.23,138357097,138463021,105924,-,-
BAC159_L10,8,8q24.23,138386544,138450772,64228,-,-
BAC161_G16,8,8q24.23,138438735,138532994,94259,-,-
BAC217_B17,8,8q24.23,138583661,138693096,109435,-,-
BAC229_L18,8,8q24.23,138648140,138738926,90786,-,-
BAC244_L21,8,8q24.23,138783139,138918735,135596,-,-
BAC224_A23,8,8q24.23,138801732,138881657,79925,-,-
BAC156_L04,8,8q24.23,138848507,138961021,112514,-,-
BAC151_B14,8,8q24.23,138848507,138926551,78044,-,-
BAC199_G10,8,8q24.23,138924627,139039819,115192,-,-
BAC30_G23,8,8q24.23,138954711,139046953,92242,-,-
BAC238_D01,8,8q24.23,139072834,139159626,86792,-,-
BAC197_E14,8,8q24.23,139114635,139196428,81793,-,-
BAC177_B10,8,8q24.23,139114635,139199357,84722,-,-
BAC133_A02,8,8q24.23,139114807,139236086,121279,-,-
BAC161_B18,8,8q24.23,139143776,139221190,77414,-,-
BAC151_A24,8,8q24.23,139151824,139234007,82183,-,-
BAC91_G23,8,8q24.23,139201264,139288976,87712,-,-
BAC145_E04,8,8q24.23,139319717,139473054,153337,-,-
BAC183_D23,8,8q24.23,139403764,139516718,112954,-,-
BAC169_K14,8,8q24.23,139428918,139511044,82126,-,-
BAC33_J05,8,8q24.23,139481209,139569853,88644,-,-
BAC76_J24,8,8q24.23,139516822,139532992,16170,-,-
BAC224_E06,8,8q24.23,139516868,139614924,98056,-,-
BAC58_P10,8,8q24.23,139520900,139609190,88290,-,-
BAC27_F01,8,8q24.23,139570111,139673477,103366,-,-
BAC132_L16,8,8q24.23,139571507,139665743,94236,-,-
BAC148_N06,8,8q24.23,139616256,139703828,87572,-,-
BAC222_G11,8,8q24.23,139640237,139722408,82171,-,-
BAC15_E10,8,8q24.23,139640237,139783521,143284,-,-
BAC188_M24,8,8q24.23,139693465,139759268,65803,-,-
BAC171_E22,8,8q24.23,139842249,139929030,86781,-,-
BAC91_B09,8,8q24.23-8q24.3,139855295,140000224,144929,-,-
BAC76_N02,8,8q24.23-8q24.3,139943494,140065119,121625,-,-
BAC43_H09,8,8q24.3,140127141,140212535,85394,-,-
BAC37_C13,8,8q24.3,140145305,140251051,105746,-,-
BAC177_D19,8,8q24.3,140157765,140234371,76606,-,-
BAC139_G07,8,8q24.3,140203857,140302351,98494,-,-
BAC77_M23,8,8q24.3,140228481,140341484,113003,-,-
BAC165_C10,8,8q24.3,140271585,140364176,92591,-,-
BAC18_P15,8,8q24.3,140272046,140380520,108474,-,-
BAC178_A06,8,8q24.3,140281870,140417548,135678,-,-
BAC21_K04,8,8q24.3,140342828,140477868,135040,-,-
BAC73_I03,8,8q24.3,140352895,140436120,83225,-,-
BAC127_M04,8,8q24.3,140436115,140523856,87741,-,-
BAC76_M02,8,8q24.3,140445302,140528861,83559,-,-
BAC44_I12,8,8q24.3,140446433,140529119,82686,-,-
BAC160_I21,8,8q24.3,140491124,140581238,90114,-,-
BAC97_N11,8,8q24.3,140525613,140616249,90636,-,-
BAC49_F01,8,8q24.3,140531925,140659403,127478,-,-
BAC39_G20,8,8q24.3,140536780,140694960,158180,-,-
BAC167_F18,8,8q24.3,140548120,140695650,147530,-,-
BAC250_H18,8,8q24.3,140624394,140694953,70559,-,-
BAC23_B10,8,8q24.3,140629041,140737964,108923,-,-
BAC130_L14,8,8q24.3,140666021,140791303,125282,-,-
BAC219_B11,8,8q24.3,140769463,140914588,145125,-,-
BAC158_J19,8,8q24.3,140772152,140909528,137376,-,-
BAC32_P22,8,8q24.3,140772153,140913507,141354,-,-
BAC88_N12,8,8q24.3,140801554,140888305,86751,-,-
BAC132_O02,8,8q24.3,140818011,140910505,92494,-,-
BAC223_I05,8,8q24.3,140818011,140910471,92460,-,-
BAC180_H08,8,8q24.3,140831134,140926137,95003,-,-
BAC252_O10,8,8q24.3,140909555,141039104,129549,-,-
BAC196_E13,8,8q24.3,140909556,141039104,129548,-,-
BAC73_M18,8,8q24.3,140913573,141010590,97017,-,-
BAC100_B23,8,8q24.3,140914584,141012994,98410,-,-
BAC66_I02,8,8q24.3,140926132,141036056,109924,-,-
BAC85_I18,8,8q24.3,140965114,141064549,99435,-,-
BAC180_F13,8,8q24.3,140978606,141063188,84582,-,-
BAC63_G24,8,8q24.3,140979941,141093999,114058,-,-
BAC49_C04,8,8q24.3,140982553,141093999,111446,-,-
BAC156_F02,8,8q24.3,141049121,141164064,114943,-,-
BAC10_J02,8,8q24.3,141062517,141191395,128878,-,-
BAC133_G03,8,8q24.3,141085495,141222853,137358,-,-
BAC15_K15,8,8q24.3,141098850,141191387,92537,-,-
BAC238_D02,8,8q24.3,141108954,141201836,92882,-,-
BAC116_F06,8,8q24.3,141108954,141222876,113922,-,-
BAC36_G01,8,8q24.3,141110515,141239924,129409,-,-
BAC102_N17,8,8q24.3,141272928,141460461,187533,-,-
BAC115_M17,8,8q24.3,141273994,141375089,101095,-,-
BAC107_C03,8,8q24.3,141303043,141401301,98258,-,-
BAC162_B11,8,8q24.3,141357405,141474162,116757,-,-
BAC161_O23,8,8q24.3,141367772,141460461,92689,-,-
BAC2_E15,8,8q24.3,141370143,141459140,88997,-,-
BAC217_B13,8,8q24.3,141394734,141524577,129843,-,-
BAC160_A06,8,8q24.3,141410429,141518944,108515,-,-
BAC189_J16,8,8q24.3,141416745,141515624,98879,-,-
BAC37_H03,8,8q24.3,141476681,141566331,89650,-,-
BAC157_P09,8,8q24.3,141532799,141662238,129439,-,-
BAC114_G22,8,8q24.3,141545982,141704928,158946,-,-
BAC190_N07,8,8q24.3,141559272,141660120,100848,-,-
BAC63_P09,8,8q24.3,141579121,141674329,95208,-,-
BAC158_N19,8,8q24.3,141579123,141662225,83102,-,-
BAC149_G13,8,8q24.3,141579125,141738478,159353,-,-
BAC145_P06,8,8q24.3,141586760,141675893,89133,-,-
BAC100_M07,8,8q24.3,141596184,141745626,149442,-,-
BAC39_J13,8,8q24.3,141604552,141691138,86586,-,-
BAC139_E17,8,8q24.3,141704937,141777133,72196,-,-
BAC75_E02,8,8q24.3,141739047,141813708,74661,-,-
BAC249_K21,8,8q24.3,141761228,141862215,100987,-,-
BAC181_O22,8,8q24.3,141775708,141871280,95572,-,-
BAC204_C15,8,8q24.3,141775712,141864297,88585,-,-
BAC228_J03,8,8q24.3,141832681,141916645,83964,-,-
BAC133_M06,8,8q24.3,141914527,142035515,120988,-,-
BAC180_O14,8,8q24.3,141916642,142023689,107047,-,-
BAC49_F02,8,8q24.3,141916653,142023639,106986,-,-
BAC100_P19,8,8q24.3,141920419,142023714,103295,-,-
BAC230_M15,8,8q24.3,141949312,142035515,86203,-,-
BAC139_E16,8,8q24.3,141969563,142055891,86328,-,-
BAC226_K05,8,8q24.3,141989299,142075796,86497,-,-
BAC9_H14,8,8q24.3,141989299,142075796,86497,-,-
BAC60_G06,8,8q24.3,142050212,142163657,113445,-,-
BAC16_C11,8,8q24.3,142062400,142172095,109695,-,-
BAC19_E21,8,8q24.3,142075798,142198930,123132,-,-
BAC116_B06,8,8q24.3,142115621,142214833,99212,-,-
BAC75_O22,8,8q24.3,142115642,142202444,86802,-,-
BAC31_M03,8,8q24.3,142132383,142205098,72715,-,-
BAC97_F09,8,8q24.3,142134528,142265703,131175,-,-
BAC161_J11,8,8q24.3,142163652,142265701,102049,-,-
BAC146_G08,8,8q24.3,142227408,142353206,125798,-,-
BAC188_E24,8,8q24.3,142227440,142345107,117667,-,-
BAC180_P04,8,8q24.3,142244199,142356775,112576,-,-
BAC247_F02,8,8q24.3,142308821,142396464,87643,-,-
BAC142_J16,8,8q24.3,142314794,142466278,151484,-,-
BAC223_P13,8,8q24.3,142353200,142484996,131796,-,-
BAC105_L02,8,8q24.3,142353404,142484996,131592,-,-
BAC15_A20,8,8q24.3,142359712,142370760,11048,-,-
BAC209_B19,8,8q24.3,142396397,142484996,88599,-,-
BAC165_L04,8,8q24.3,142396461,142484996,88535,-,-
BAC248_O12,8,8q24.3,142396509,142486786,90277,-,-
BAC152_I03,8,8q24.3,142404423,142486786,82363,-,-
BAC227_K05,8,8q24.3,142668455,142754914,86459,-,-
BAC56_L01,8,8q24.3,142903110,143031272,128162,-,-
BAC136_I03,8,8q24.3,142906592,142990979,84387,-,-
BAC155_J21,8,8q24.3,143028634,143110246,81612,-,-
BAC119_L17,8,8q24.3,143040812,143247205,206393,-,-
BAC126_B14,8,8q24.3,143110238,143209483,99245,-,-
BAC48_O11,8,8q24.3,143131353,143259707,128354,-,-
BAC67_G12,8,8q24.3,143160163,143280871,120708,-,-
BAC115_N18,8,8q24.3,143165360,143271175,105815,-,-
BAC237_E07,8,8q24.3,143224451,143303962,79511,-,-
BAC229_N13,8,8q24.3,143499025,143601588,102563,-,-
BAC66_N14,8,8q24.3,143501971,143611021,109050,-,-
BAC78_P17,8,8q24.3,143720193,143816162,95969,-,-
BAC127_O19,8,8q24.3,143745327,143874425,129098,-,-
BAC51_K19,8,8q24.3,143751505,143920371,168866,-,-
BAC248_H12,8,8q24.3,143816477,143915074,98597,-,-
BAC185_E03,8,8q24.3,143824287,143942418,118131,-,-
BAC80_H03,8,8q24.3,144118164,144215600,97436,-,-
BAC170_E14,8,8q24.3,144140066,144229826,89760,-,-
BAC36_O22,8,8q24.3,144140066,144229820,89754,-,-
BAC148_O04,8,8q24.3,144144791,144278547,133756,-,-
BAC68_F11,8,8q24.3,144157638,144244441,86803,-,-
BAC142_A07,8,8q24.3,144178365,144291895,113530,-,-
BAC130_D14,8,8q24.3,144184252,144282053,97801,-,-
BAC24_M19,8,8q24.3,144268856,144291899,23043,-,-
BAC179_F03,8,8q24.3,144280131,144417787,137656,-,-
BAC208_O07,8,8q24.3,144417818,144540074,122256,-,-
BAC248_J09,8,8q24.3,144548965,144636414,87449,-,-
BAC244_O01,8,8q24.3,144549367,144638906,89539,-,-
BAC37_J12,8,8q24.3,144571199,144743456,172257,-,-
BAC145_J12,8,8q24.3,144657717,144743771,86054,-,-
BAC59_C09,8,8q24.3,144807440,144930485,123045,-,-
BAC140_B14,8,8q24.3,144830774,144930485,99711,-,-
BAC136_C07,8,8q24.3,144830774,144930485,99711,-,-
BAC240_I05,8,8q24.3,144911233,144996533,85300,-,-
BAC114_M10,8,8q24.3,144978120,144996428,18308,-,-
BAC230_E06,8,8q24.3,144978122,145054265,76143,-,-
BAC60_N04,8,8q24.3,144996527,145120272,123745,-,-
BAC57_F07,8,8q24.3,144996527,145114293,117766,-,-
BAC150_O18,8,8q24.3,145054260,145152416,98156,-,-
BAC191_B20,8,8q24.3,145054267,145160385,106118,-,-
BAC119_A10,8,8q24.3,145191095,145375173,184078,yes,-
BAC37_G16,8,8q24.3,145204818,145288055,83237,-,-
BAC109_K03,8,8q24.3,145298613,145384455,85842,-,-
BAC27_O09,8,8q24.3,145358564,145597650,239086,yes,-
BAC59_D14,8,8q24.3,145384461,145580407,195946,-,-
BAC33_L01,8,8q24.3,145394386,145580407,186021,-,-
BAC195_D02,8,8q24.3,145475011,145580407,105396,-,-
BAC239_L13,8,8q24.3,145486882,145628846,141964,yes,-
BAC241_B10,8,8q24.3,145498834,145580407,81573,-,-
BAC193_J11,8,8q24.3,145648970,145759358,110388,yes,-
BAC243_O12,8,8q24.3,145648982,145762120,113138,yes,-
BAC231_O03,8,8q24.3,145689700,145806412,116712,yes,-
BAC135_C02,8,8q24.3,145709491,145806412,96921,-,-
BAC123_P17,8,8q24.3,145752069,145842340,90271,-,-
BAC39_A09,8,8q24.3,145759353,145851538,92185,-,-
BAC220_N02,8,8q24.3,145762155,145831712,69557,-,-
BAC82_E07,8,8q24.3,145864984,146015743,150759,-,-
BAC123_L12,8,8q24.3,145882696,145985429,102733,-,-
BAC218_F22,8,8q24.3,145894810,145976576,81766,-,-
BAC162_G05,8,8q24.3,145898406,145998873,100467,-,-
BAC201_K02,8,8q24.3,145904174,145987862,83688,-,-
BAC66_I24,8,8q24.3,145923845,145998901,75056,-,-
BAC231_N23,8,8q24.3,145945693,146036579,90886,-,-
BAC90_J13,8,8q24.3,145949091,146036481,87390,-,-
BAC90_P13,8,8q24.3,145949490,146036565,87075,-,-
BAC37_L02,8,8q24.3,145969856,146072401,102545,-,-
BAC15_K02,8,8q24.3,146015801,146139237,123436,-,-
BAC240_A24,8,8q24.3,146042442,146145262,102820,-,-
BAC25_O16,8,8q24.3,146043780,146171876,128096,-,-
BAC48_M07,8,8q24.3,146075563,146170939,95376,-,-
BAC172_F08,8,8q24.3,146119042,146201248,82206,-,-
BAC40_B18,9,9p24.3,50221,147286,97065,yes,-
BAC53_K10,9,9p24.3,67460,170902,103442,yes,-
BAC24_O07,9,9p24.3,147880,288425,140545,-,-
BAC131_A19,9,9p24.3,224812,317135,92323,-,-
BAC57_F05,9,9p24.3,241509,336205,94696,-,-
BAC37_B08,9,9p24.3,252749,354301,101552,-,-
BAC176_J18,9,9p24.3,288913,373700,84787,-,-
BAC30_I17,9,9p24.3,304921,465421,160500,-,-
BAC160_K09,9,9p24.3,318513,417968,99455,-,-
BAC103_I12,9,9p24.3,327205,431985,104780,-,-
BAC189_I01,9,9p24.3,384449,491072,106623,-,-
BAC222_I23,9,9p24.3,391413,488204,96791,-,-
BAC53_N08,9,9p24.3,414748,566802,152054,-,-
BAC71_F15,9,9p24.3,488330,573525,85195,-,-
BAC57_C01,9,9p24.3,502603,638601,135998,-,-
BAC11_I05,9,9p24.3,573730,784117,210387,-,-
BAC60_D06,9,9p24.3,617482,740717,123235,-,-
BAC24_N07,9,9p24.3,646889,743327,96438,-,-
BAC22_E06,9,9p24.3,650343,795535,145192,-,-
BAC28_K22,9,9p24.3,650561,743327,92766,-,-
BAC144_K24,9,9p24.3,655155,757531,102376,-,-
BAC101_J20,9,9p24.3,655155,777993,122838,-,-
BAC51_P01,9,9p24.3,672460,801876,129416,-,-
BAC101_F15,9,9p24.3,705950,795548,89598,-,-
BAC219_C02,9,9p24.3,732590,840369,107779,-,-
BAC189_N02,9,9p24.3,733486,813734,80248,-,-
BAC186_L14,9,9p24.3,801926,919185,117259,-,-
BAC217_I01,9,9p24.3,813808,908707,94899,-,-
BAC250_B08,9,9p24.3,919315,1032114,112799,-,-
BAC195_M05,9,9p24.3,1029200,1112741,83541,-,-
BAC70_M16,9,9p24.3,1047945,1147221,99276,-,-
BAC33_P03,9,9p24.3,1058533,1145269,86736,-,-
BAC226_L11,9,9p24.3,1112734,1217526,104792,-,-
BAC57_K07,9,9p24.3,1112734,1228186,115452,-,-
BAC76_B15,9,9p24.3,1112734,1176590,63856,-,-
BAC217_G11,9,9p24.3,1137986,1221117,83131,-,-
BAC239_M18,9,9p24.3,1245463,1302965,57502,-,-
BAC125_O18,9,9p24.3,1292054,1387152,95098,-,-
BAC180_K21,9,9p24.3,1313047,1400018,86971,-,-
BAC109_K14,9,9p24.3,1379632,1471130,91498,-,-
BAC57_D12,9,9p24.3,1590437,1734271,143834,-,-
BAC226_F04,9,9p24.3,1826909,1913684,86775,-,-
BAC181_M08,9,9p24.3,1834719,1916717,81998,-,-
BAC60_C12,9,9p24.3,1834719,1918037,83318,-,-
BAC146_E11,9,9p24.3,1845050,1927979,82929,-,-
BAC116_F04,9,9p24.3,1950896,2048076,97180,-,-
BAC76_D11,9,9p24.3,1950957,2046556,95599,-,-
BAC27_K05,9,9p24.3,2087249,2173099,85850,-,-
BAC73_G21,9,9p24.3-9p24.2,2196916,2285783,88867,-,-
BAC31_G08,9,9p24.2,2211092,2328813,117721,-,-
BAC55_I14,9,9p24.2,2286626,2397487,110861,-,-
BAC176_D02,9,9p24.2,2291512,2384419,92907,-,-
BAC155_P05,9,9p24.2,2291512,2375585,84073,-,-
BAC86_O15,9,9p24.2,2333147,2344787,11640,-,-
BAC117_J15,9,9p24.2,2452000,2580195,128195,-,-
BAC149_M22,9,9p24.2,2476860,2557064,80204,-,-
BAC75_D17,9,9p24.2,2524819,2622873,98054,-,-
BAC65_D05,9,9p24.2,2580189,2689192,109003,-,-
BAC24_N21,9,9p24.2,2589424,2721400,131976,-,-
BAC148_H21,9,9p24.2,2777576,2861634,84058,-,-
BAC92_E12,9,9p24.2,2806948,2925454,118506,-,-
BAC170_P23,9,9p24.2,2815278,2925885,110607,-,-
BAC59_A10,9,9p24.2,2958303,3078169,119866,-,-
BAC66_E09,9,9p24.2,2979745,3091806,112061,-,-
BAC123_H03,9,9p24.2,3005550,3138385,132835,-,-
BAC168_N16,9,9p24.2,3094902,3197288,102386,-,-
BAC51_P19,9,9p24.2,3233343,3353198,119855,-,-
BAC71_P14,9,9p24.2,3275999,3390661,114662,-,-
BAC57_K23,9,9p24.2,3326069,3470610,144541,-,-
BAC153_D18,9,9p24.2,3363085,3456874,93789,-,-
BAC153_C18,9,9p24.2,3363085,3456911,93826,-,-
BAC141_F20,9,9p24.2,3470756,3568648,97892,-,-
BAC58_P24,9,9p24.2,3535068,3675760,140692,-,-
BAC223_M13,9,9p24.2,3544855,3627895,83040,-,-
BAC39_L14,9,9p24.2,3549234,3643050,93816,-,-
BAC249_O10,9,9p24.2,3687361,3764803,77442,-,-
BAC223_J10,9,9p24.2,3740036,3813214,73178,-,-
BAC193_J05,9,9p24.2,3764798,3844276,79478,-,-
BAC168_B06,9,9p24.2,3764907,3890915,126008,-,-
BAC41_N07,9,9p24.2,3824241,3921852,97611,-,-
BAC86_B21,9,9p24.2,3847397,3946028,98631,-,-
BAC100_G15,9,9p24.2,3857791,3955976,98185,-,-
BAC106_K21,9,9p24.2,3921867,4011781,89914,-,-
BAC81_E24,9,9p24.2,3922291,4004124,81833,-,-
BAC221_P14,9,9p24.2,3930339,4025665,95326,-,-
BAC187_P05,9,9p24.2,3993763,4083664,89901,-,-
BAC95_N18,9,9p24.2,4009171,4096491,87320,-,-
BAC165_M03,9,9p24.2,4011775,4096491,84716,-,-
BAC199_A14,9,9p24.2,4051781,4140047,88266,-,-
BAC36_L21,9,9p24.2,4172957,4303233,130276,-,-
BAC81_H23,9,9p24.2,4175259,4256275,81016,-,-
BAC171_K08,9,9p24.2,4315759,4384080,68321,-,-
BAC130_L08,9,9p24.2,4375102,4457433,82331,-,-
BAC26_G14,9,9p24.2,4377055,4484973,107918,-,-
BAC179_K06,9,9p24.2-9p24.1,4522970,4609735,86765,-,-
BAC227_D09,9,9p24.2-9p24.1,4524846,4605824,80978,-,-
BAC208_H11,9,9p24.2-9p24.1,4525157,4610285,85128,-,-
BAC111_F06,9,9p24.1,4610552,4704543,93991,-,-
BAC171_F23,9,9p24.1,4628225,4736473,108248,-,-
BAC62_M04,9,9p24.1,4707443,4736453,29010,-,-
BAC123_J13,9,9p24.1,4769794,4855240,85446,-,-
BAC149_E12,9,9p24.1,4842336,4926458,84122,-,-
BAC228_B18,9,9p24.1,4847084,4976377,129293,-,-
BAC149_F04,9,9p24.1,4888445,4979215,90770,-,-
BAC136_A20,9,9p24.1,4891068,4989399,98331,-,-
BAC44_C08,9,9p24.1,4891939,4976423,84484,-,-
BAC42_N03,9,9p24.1,4943923,5073382,129459,-,-
BAC241_G09,9,9p24.1,5051821,5136777,84956,-,-
BAC114_C14,9,9p24.1,5120235,5235610,115375,-,-
BAC125_C16,9,9p24.1,5248691,5345851,97160,-,-
BAC108_H06,9,9p24.1,5278774,5391543,112769,-,-
BAC51_N23,9,9p24.1,5278778,5362672,83894,-,-
BAC183_G08,9,9p24.1,5312762,5391168,78406,-,-
BAC23_K04,9,9p24.1,5368867,5453009,84142,-,-
BAC96_L13,9,9p24.1,5434454,5553718,119264,-,-
BAC220_H20,9,9p24.1,5436654,5508806,72152,-,-
BAC186_P23,9,9p24.1,5623230,5704364,81134,-,-
BAC65_O01,9,9p24.1,5694393,5791689,97296,-,-
BAC224_H21,9,9p24.1,5775870,5860185,84315,-,-
BAC84_N16,9,9p24.1,5778423,5868932,90509,-,-
